procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6591480  34124 823860    0    0     0     0 16829 24235  3  2 95  0  0  0 2026-09-21 16:10:32
 0  0      0 6590816  34124 823860    0    0     0     0 17335 24791  4  2 95  0  0  0 2026-09-21 16:10:33
 0  0      0 6575300  34124 823860    0    0     0     0 17609 24369  5  2 93  0  0  0 2026-09-21 16:10:34
 0  0      0 6574608  34124 823860    0    0     0     0 16095 22984  3  1 95  0  0  0 2026-09-21 16:10:35
 0  0      0 6573572  34124 823860    0    0     0     0 17325 24602  4  2 94  0  0  0 2026-09-21 16:10:36
 0  0      0 6573108  34124 823880    0    0     0     0 15532 22236  3  2 95  0  0  0 2026-09-21 16:10:37
 0  0      0 6572248  34124 823896    0    0     0     0 18119 26243  4  2 94  0  0  0 2026-09-21 16:10:38
 0  0      0 6572100  34124 823896    0    0     0     0 16092 23325  3  2 95  0  0  0 2026-09-21 16:10:39
 0  0      0 6557264  34124 823912    0    0     0     0 17959 25236  5  2 94  0  0  0 2026-09-21 16:10:40
 0  0      0 6556000  34124 823916    0    0     0     0 18444 26239  5  2 94  0  0  0 2026-09-21 16:10:41
 0  0      0 6556000  34124 823916    0    0     0     0 17683 25726  4  2 94  0  0  0 2026-09-21 16:10:42
 1  0      0 6554968  34124 823916    0    0     0     0 16255 23435  4  1 95  0  0  0 2026-09-21 16:10:43
 0  0      0 6554488  34124 823916    0    0     0     0 17426 25468  3  2 95  0  0  0 2026-09-21 16:10:44
 0  0      0 6552252  34124 823916    0    0     0     0 16537 23746  4  2 95  0  0  0 2026-09-21 16:10:45
 0  0      0 6548440  34132 823920    0    0     0    52 16647 24183  4  2 94  0  0  0 2026-09-21 16:10:46
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6536596  34132 823920    0    0     0     8 18789 26059  7  2 91  0  0  0 2026-09-21 16:10:47
 0  0      0 6536596  34132 823920    0    0     0     0 13255 19320  2  1 97  0  0  0 2026-09-21 16:10:48
 1  0      0 6536344  34132 823920    0    0     0     0 15100 22517  3  2 95  0  0  0 2026-09-21 16:10:49
 0  0      0 6536344  34132 823920    0    0     0     0 16585 24599  3  1 96  0  0  0 2026-09-21 16:10:50
 0  0      0 6536344  34132 823920    0    0     0     0 17107 24513  3  2 96  0  0  0 2026-09-21 16:10:51
 0  0      0 6761148  34132 823920    0    0     0     0 17676 25385  4  2 94  0  0  0 2026-09-21 16:10:52
