procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6720660  33296 823048    0    0     0     0 4790 7285  1  1 98  0  0  0 2026-09-21 15:51:11
 0  0      0 6720408  33296 823048    0    0     0     0 4525 6737  1  1 98  0  0  0 2026-09-21 15:51:12
 0  0      0 6720408  33296 823048    0    0     0     0 4851 7328  1  1 98  0  0  0 2026-09-21 15:51:13
 0  0      0 6720408  33296 823048    0    0     0     0 4827 7261  1  0 99  0  0  0 2026-09-21 15:51:14
 0  0      0 6720408  33296 823048    0    0     0     0 4117 6284  1  0 99  0  0  0 2026-09-21 15:51:15
 0  0      0 6720408  33304 823048    0    0     0  6344 4718 6930  1  1 98  0  0  0 2026-09-21 15:51:16
 0  0      0 6720408  33304 823048    0    0     0     4 4356 6597  1  1 99  0  0  0 2026-09-21 15:51:17
 0  0      0 6720408  33304 823048    0    0     0     0 5103 7665  1  1 98  0  0  0 2026-09-21 15:51:18
 0  0      0 6720408  33304 823048    0    0     0     0 4343 6528  1  1 98  0  0  0 2026-09-21 15:51:19
 0  0      0 6720156  33304 823048    0    0     0     0 3977 5984  1  1 99  0  0  0 2026-09-21 15:51:20
 0  0      0 6718896  33304 823052    0    0     0     0 4970 7686  1  1 99  0  0  0 2026-09-21 15:51:21
 1  0      0 6718896  33304 823052    0    0     0     0 3817 5814  1  0 99  0  0  0 2026-09-21 15:51:22
 0  0      0 6718896  33304 823052    0    0     0     0 4021 6205  1  1 99  0  0  0 2026-09-21 15:51:23
 0  0      0 6718896  33304 823052    0    0     0     0 4101 6248  1  0 99  0  0  0 2026-09-21 15:51:24
 0  0      0 6718896  33304 823052    0    0     0     0 3694 5674  1  1 99  0  0  0 2026-09-21 15:51:25
 0  0      0 6718896  33304 823052    0    0     0     0 3720 5725  1  0 99  0  0  0 2026-09-21 15:51:26
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6718896  33304 823052    0    0     0     0 3893 5812  1  0 99  0  0  0 2026-09-21 15:51:27
 0  0      0 6718644  33304 823052    0    0     0     0 4018 6100  1  1 99  0  0  0 2026-09-21 15:51:28
 0  0      0 6716960  33304 823052    0    0     0     0 4238 6274  1  1 99  0  0  0 2026-09-21 15:51:29
 0  0      0 6715952  33304 823052    0    0     0     0 3350 5026  1  0 99  0  0  0 2026-09-21 15:51:30
 0  0      0 6715872  33304 823052    0    0     0     0 3942 5929  1  0 98  0  0  0 2026-09-21 15:51:31
 0  0      0 6715872  33304 823052    0    0     0     0 3529 5196  1  1 99  0  0  0 2026-09-21 15:51:32
 0  0      0 6715872  33304 823052    0    0     0     0 3336 4906  1  0 99  0  0  0 2026-09-21 15:51:33
 0  0      0 6715368  33304 823052    0    0     0     0 4355 6475  1  1 99  0  0  0 2026-09-21 15:51:34
 0  0      0 6715116  33304 823052    0    0     0     0 4100 6021  1  0 98  0  0  0 2026-09-21 15:51:35
 0  0      0 6715116  33304 823052    0    0     0     0 3482 5106  1  0 99  0  0  0 2026-09-21 15:51:36
 0  0      0 6714772  33304 823052    0    0     0     0 3657 5480  1  0 98  0  0  0 2026-09-21 15:51:37
 0  0      0 6714612  33304 823052    0    0     0     0 3279 4878  1  0 99  0  0  0 2026-09-21 15:51:38
 0  0      0 6714360  33304 823052    0    0     0     0 4226 6378  1  1 98  0  0  0 2026-09-21 15:51:39
 0  0      0 6714360  33304 823052    0    0     0     0 3987 5833  1  1 99  0  0  0 2026-09-21 15:51:40
 1  0      0 6714360  33304 823052    0    0     0     0 3068 4633  1  0 99  0  0  0 2026-09-21 15:51:41
 0  0      0 6714360  33304 823052    0    0     0     0 3232 4888  1  0 99  0  0  0 2026-09-21 15:51:42
 0  0      0 6714360  33304 823052    0    0     0     0 3298 4922  1  0 99  0  0  0 2026-09-21 15:51:43
 0  0      0 6714360  33304 823052    0    0     0     0 3634 5535  1  0 99  0  0  0 2026-09-21 15:51:44
 0  0      0 6714360  33304 823052    0    0     0     0 4388 6587  1  1 99  0  0  0 2026-09-21 15:51:45
 0  0      0 6714360  33312 823052    0    0     0    84 3481 5165  1  0 99  0  0  0 2026-09-21 15:51:46
 0  0      0 6713604  33312 823052    0    0     0     0 3176 4658  1  1 99  0  0  0 2026-09-21 15:51:47
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6711588  33312 823052    0    0     0     8 3919 5840  1  0 98  0  0  0 2026-09-21 15:51:48
 0  0      0 6711588  33312 823052    0    0     0     0 3226 4860  1  0 99  0  0  0 2026-09-21 15:51:49
 0  0      0 6711588  33312 823052    0    0     0     0 2949 4298  1  1 99  0  0  0 2026-09-21 15:51:50
 0  0      0 6711588  33312 823052    0    0     0     0 3216 4767  1  0 99  0  0  0 2026-09-21 15:51:51
 0  0      0 6711588  33312 823052    0    0     0     0 3400 5067  1  1 99  0  0  0 2026-09-21 15:51:52
 0  0      0 6711336  33312 823052    0    0     0     0 3289 4920  0  0 99  0  0  0 2026-09-21 15:51:53
