procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6687080  33812 823304    0    0     0     0 6564 9821  1  1 98  0  0  0 2026-09-21 15:53:55
 0  0      0 6680688  33812 823304    0    0     0     0 9766 14303  2  1 97  0  0  0 2026-09-21 15:53:56
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6679268  33812 823304    0    0     0     8 8831 13065  2  1 97  0  0  0 2026-09-21 15:53:57
 0  0      0 6678764  33812 823304    0    0     0     0 7806 11334  2  1 97  0  0  0 2026-09-21 15:53:58
 0  0      0 6678764  33812 823304    0    0     0     0 7513 11279  1  1 98  0  0  0 2026-09-21 15:53:59
 0  0      0 6678764  33812 823304    0    0     0     0 10572 16046  2  1 98  0  0  0 2026-09-21 15:54:00
 0  0      0 6678764  33812 823304    0    0     0     0 10019 15119  2  1 97  0  0  0 2026-09-21 15:54:01
 0  0      0 6677252  33820 823304    0    0     0  1344 10144 15024  2  1 97  0  0  0 2026-09-21 15:54:02
 1  0      0 6745356  33828 823304    0    0     0    40 8355 11828  5  2 93  0  0  0 2026-09-21 15:54:03
