procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6589220  33972 823808    0    0     0    28 11094 16369  3  1 96  0  0  0 2026-09-21 16:02:54
 0  0      0 6587240  33972 823816    0    0     0     8 10855 15980  2  1 97  0  0  0 2026-09-21 16:02:55
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6575396  33972 823816    0    0     0     0 12809 18651  3  2 95  0  0  0 2026-09-21 16:02:56
 0  0      0 6572096  33972 823816    0    0     0     0 9841 14657  3  1 96  0  0  0 2026-09-21 16:02:57
 0  0      0 6571868  33972 823816    0    0     0     0 9611 14534  1  1 98  0  0  0 2026-09-21 16:02:58
 0  0      0 6571868  33972 823816    0    0     0     0 10461 15749  1  1 98  0  0  0 2026-09-21 16:02:59
 0  0      0 6571444  33972 823816    0    0     0     0 10826 16313  2  1 97  0  0  0 2026-09-21 16:03:00
 1  0      0 6761860  33972 823816    0    0     0     0 10223 14781  2  2 97  0  0  0 2026-09-21 16:03:01
