procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6718948  33916 823452    0    0     0     0 11720 16971  3  1 96  0  0  0 2026-09-21 15:59:40
 0  0      0 6718696  33916 823468    0    0     0     0 10158 14652  2  1 97  0  0  0 2026-09-21 15:59:41
 0  0      0 6717436  33916 823472    0    0     0     0 11045 15888  3  1 96  0  0  0 2026-09-21 15:59:42
 0  0      0 6716932  33916 823472    0    0     0     0 11306 16545  3  1 96  0  0  0 2026-09-21 15:59:43
 0  0      0 6713988  33916 823472    0    0     0     0 12830 18581  3  1 96  0  0  0 2026-09-21 15:59:44
 2  0      0 6712144  33916 823476    0    0     0     0 11631 16935  3  2 96  0  0  0 2026-09-21 15:59:45
 0  0      0 6711892  33916 823476    0    0     0     0 11266 16289  3  1 97  0  0  0 2026-09-21 15:59:46
 0  0      0 6708832  33916 823476    0    0     0     0 12352 18187  3  2 95  0  0  0 2026-09-21 15:59:47
 0  0      0 6708388  33924 823480    0    0     0    88 11209 16221  3  1 97  0  0  0 2026-09-21 15:59:48
 0  0      0 6708136  33924 823480    0    0     0     0 11039 16055  2  1 96  0  0  0 2026-09-21 15:59:49
 0  0      0 6706876  33924 823480    0    0     0     0 10723 15627  2  2 97  0  0  0 2026-09-21 15:59:50
 0  0      0 6704860  33924 823480    0    0     0     0 11572 16910  2  1 97  0  0  0 2026-09-21 15:59:51
 0  0      0 6704860  33924 823484    0    0     0     0 10951 15994  2  1 97  0  0  0 2026-09-21 15:59:52
 0  0      0 6703852  33924 823484    0    0     0     0 11165 16155  3  1 96  0  0  0 2026-09-21 15:59:53
 1  0      0 6702088  33924 823484    0    0     0     0 12591 18848  3  1 96  0  0  0 2026-09-21 15:59:54
 0  0      0 6701080  33924 823484    0    0     0     0 11433 16519  2  2 96  0  0  0 2026-09-21 15:59:55
 0  0      0 6700404  33924 823484    0    0     0     0 10390 14965  3  1 97  0  0  0 2026-09-21 15:59:56
 0  0      0 6698972  33924 823484    0    0     0     0 10151 14519  3  1 96  0  0  0 2026-09-21 15:59:57
 0  0      0 6695788  33924 823484    0    0     0     0 10679 15479  3  1 96  0  0  0 2026-09-21 15:59:58
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6695788  33924 823484    0    0     0     0 10006 14631  2  1 97  0  0  0 2026-09-21 15:59:59
 0  0      0 6695032  33924 823484    0    0     0     0 10206 14632  3  1 97  0  0  0 2026-09-21 16:00:00
 0  0      0 6695032  33924 823484    0    0     0     0 9601 13913  2  1 97  0  0  0 2026-09-21 16:00:01
 0  0      0 6688732  33924 823484    0    0     0     0 10080 14355  3  1 96  0  0  0 2026-09-21 16:00:02
 0  0      0 6688732  33924 823484    0    0     0     0 9880 14261  2  1 97  0  0  0 2026-09-21 16:00:03
 0  0      0 6688480  33924 823484    0    0     0     0 10612 15503  3  1 96  0  0  0 2026-09-21 16:00:04
 0  0      0 6688136  33924 823484    0    0     0     0 10830 15706  2  1 97  0  0  0 2026-09-21 16:00:05
 0  0      0 6682432  33924 823484    0    0     0     0 11149 16152  3  1 96  0  0  0 2026-09-21 16:00:06
 1  0      0 6680920  33924 823484    0    0     0     0 10791 15874  2  1 97  0  0  0 2026-09-21 16:00:07
 0  0      0 6680668  33924 823484    0    0     0     0 9260 13322  2  1 97  0  0  0 2026-09-21 16:00:08
 0  0      0 6679912  33924 823484    0    0     0     0 10537 15049  3  1 96  0  0  0 2026-09-21 16:00:09
 0  0      0 6679912  33924 823484    0    0     0     0 9809 13984  3  1 96  0  0  0 2026-09-21 16:00:10
 0  0      0 6676636  33924 823568    0    0    84     0 11275 16391  3  1 96  0  0  0 2026-09-21 16:00:11
 0  0      0 6674620  33924 823568    0    0     0     0 10851 16000  3  1 96  0  0  0 2026-09-21 16:00:12
 0  0      0 6674116  33924 823568    0    0     0     0 10104 14592  2  1 97  0  0  0 2026-09-21 16:00:13
 0  0      0 6673520  33924 823568    0    0     0     0 10049 14409  2  1 97  0  0  0 2026-09-21 16:00:14
 0  0      0 6673360  33924 823568    0    0     0     0 10647 15524  2  1 97  0  0  0 2026-09-21 16:00:15
 0  0      0 6671344  33924 823568    0    0     0     0 10467 15053  3  1 96  0  0  0 2026-09-21 16:00:16
 0  0      0 6665300  33924 823568    0    0     0     0 8882 12363  3  1 96  0  0  0 2026-09-21 16:00:17
 0  0      0 6664796  33932 823560    0    0     0    40 10416 15231  2  1 97  0  0  0 2026-09-21 16:00:18
 3  0      0 6664796  33932 823568    0    0     0     8 10568 15435  2  1 97  0  0  0 2026-09-21 16:00:19
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6664292  33932 823568    0    0     0     0 10300 14792  3  1 97  0  0  0 2026-09-21 16:00:20
 0  0      0 6664292  33932 823568    0    0     0     0 10359 15616  2  1 97  0  0  0 2026-09-21 16:00:21
 0  0      0 6664292  33932 823568    0    0     0     0 10794 16058  2  1 97  0  0  0 2026-09-21 16:00:22
 0  0      0 6661520  33932 823576    0    0     0     0 10531 15606  2  1 97  0  0  0 2026-09-21 16:00:23
 0  0      0 6657396  33932 823576    0    0     0     0 10214 15048  2  1 97  0  0  0 2026-09-21 16:00:24
 1  0      0 6769376  33932 823564    0    0     0     0 9329 13218  3  1 96  0  0  0 2026-09-21 16:00:25
